 NUM,...Nombre...,.PV.,.VAA,.TAA,#Uni,Tipo,....Pot,.FPMed.,.QMin..,.QMax..,.VMin..,.VMax..,.VInic.,Min.V+T,..VNC..,..ICP..,...IH..,..FP1..,..Vol1.,..FP2..,..Vol2.,..FP3..,..Vol3.,..FP4..,..Vol4.,..FP5..,..Vol5.,.Area1.,..Vol1.,.Area2.,..Vol2.,.Area3.,..Vol3.,.Area4.,..Vol4.,.Area5.,..Vol5.,.Filt1.,..Vol1.,.Filt2.,..Vol2.,.Filt3.,..Vol3.,.Filt4.,..Vol4.,.Filt5.,..Vol5.,.Cota1.,.Vol1..,.Cota2.,.Vol2..,.Cota3.,.Vol3..,.Cota4.,.Vol4..,.Cota5.,.Vol5..,.Ev1,.Ev2,.Ev3,.Ev4,.Ev5,.Ev6,.Ev7,.Ev8,.Ev9,Ev10,Ev11,Ev12,tini,tfil,.faa,tare,.varea.,tfil,.vfiltr,F.Reg..,pVar,.ICV,C.Vert.,sfal,Cos.O&M,Irxh,RendT&G,.EA.,Niv.Jus,I,JuAr,I,.TurIn1,.TotIn1,.TurIn2,.TotIn2,.TurIn3,.TotIn3,.TurIn4,.TotIn4,.TurIn5,.TotIn5,H,V,.CFuga1,..Def1.,.CFuga2,..Def2.,.CFuga3,..Def3.,.CFuga4,..Def4.,.CFuga5,..Def5.,E,PHidTur,PHidVer
192,GUILMAN-AMOR,262,193,193,4,1,140,1.02416,0,136,12,12,0,11,0,16.4,22.2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,-20,4,20,41,54,78,79,52,32,2,-22,0,0,193,1,1,0,0,0,0,0,0,0,0,-1,0.9,,375.5,0,193,0,0,0,0,0,0,0,0,0,0,0,,0,375.5,0,375.5,66.3,375.5,132.6,375.5,168.3,375.5,204,0,0,0
193,SA CARVALHO,183,141,141,4,1,78,0.924605,0,83,1,1,0,12,0,0.461,4.62372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,-13,10,33,61,70,76,55,39,26,10,-4,0,0,141,1,0.46,0,0,0,0,0,0,0,0,-1,0.88002,,256.44,0,141,0,0,0,0,0,0,0,0,0,0,0,,1,255.1,12,255.1,274.275,255.1,536.55,255.1,677.775,255.1,819,0,0,0
195,JAURU,295,,,3,1,118,0.930993,0,127,16.17,17.15,0,55,0,0.728,5.16248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,27,26,34,46,43,54,27,12,7,26,0,0,,1,2.117,0,0,0,0,0,0,0,0,-1,0.90877,,249.14,0,,0,0,0,0,0,0,0,0,0,0,0,,1,248.37,55,248.74,112.2,249.111,169.4,249.251,200.2,249.364,231,0,0,0
196,GUAPORE,296,285,285,3,1,120,1.54362,0,84,21,21,0,26,0,2.176,4.78594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16,18,28,36,39,43,32,11,7,20,0,0,285,1,4.1,0,0,0,0,0,0,0,0,-1,0.90734,,304.19,0,285,0,0,0,0,0,0,0,0,0,0,0,,1,303.811,26,305.216,58.5,306.105,91,306.44,108.5,306.709,126,0,0,0
203,CORUMBA III,23,30,30,2,1,96.447,0.350343,0,278,709,972,0.9165,21,0,0.423,2.39861,0.33197,709,0.33596,735.3,0.33941,758.97,0.34191,777.38,0.36824,972,58.2148,709,64.7357,829.98,66.8621,869.43,68.1379,893.1,72.3906,972,0,0,0,0,0,0,0,0,0,0,766.947,709,767.386,735.3,767.765,758.97,768.04,777.38,770.938,972,12,11,19,32,57,63,68,72,72,42,21,37,0,0,30,1,65.1484,0,0,0,1,0,0,0,0,0,0.9262,,730.41,0,30,0,0,0,0,0,0,0,0,0,0,0,,1,728.265,21,731.267,361.275,732.73,701.55,733.485,884.775,733.749,1068,0,0,0
217,ROSAL,196,,,2,1,55,1.68694,0,32,11,11,0,3,0,14.463,15.5339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,1,43,51,74,65,44,26,21,10,-5,-2,0,0,,1,1.28,0,0,0,0,0,0,0,0,-1,0.90551,,360.97,0,,0,0,0,0,0,0,0,0,0,0,0,,0,359,0,360.167,15.6,360.618,31.2,360.698,39.6,360.739,48,0,0,0
227,SINOP,227,228,228,2,1,401.88,0.21978,0,1600,1012.4,3071.2,0.652,272,0,5.19,16.4165,0.16739,1012.4,0.19133,1382.98,0.21741,1897.68,0.24091,2494.74,0.25844,3071.2,384,1012.4,524.8,1835.92,549.44,1980.04,574.08,2124.15,736,3071.2,0,0,0,0,0,0,0,0,0,0,291.688,1012.4,294.319,1382.98,297.183,1897.68,299.764,2494.74,301.691,3071.2,26,21,25,2,4,25,32,45,56,23,22,41,0,0,228,1,512,0,0,0,1,0,0,0,0,0,0.92793,,273.3,0,228,0,0,0,0,0,0,0,0,0,0,0,,1,272.239,272,273.953,1645.13,275.618,3018.25,276.354,3757.63,276.982,4497,0,0,0
228,COLIDER,228,229,229,3,1,300,0.203862,0,1551,1525,1525,0,192,0,5.496,12.9117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,11,11,34,42,43,62,48,30,34,44,0,0,229,1,136,0,0,0,0,0,0,0,0,-1,0.93303,,249.38,0,229,0,0,0,0,0,0,0,0,0,0,0,,1,246.6,192,250.561,1726.65,253.272,3261.3,254.546,4087.65,255.782,4914,0,0,0
229,TELES PIRES,229,230,230,5,1,1820,0.49402,0,3860,897.22,897.22,0,500,0,2.198,6.4827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,44,6,6,9,15,30,39,6,40,57,0,0,230,1,132.25,0,0,0,0,0,0,0,0,-1,0.921,,164.46,0,230,0,0,0,0,0,0,0,0,0,0,0,,1,161.302,500,165.402,4275.04,168.963,8050.08,170.583,10082.8,172.002,12115.5,0,0,0
230,SAO MANOEL,230,,,4,1,700,0.21791,0,3788,577.22,577.22,0,316,0,3.74,9.48095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,52,71,-10,-11,-3,7,23,33,7,41,58,0,0,,1,63,0,0,0,0,0,0,0,0,-1,0.93303,,136.92,0,,0,0,0,0,0,0,0,0,0,0,0,,1,132.56,316,138.644,4186.43,143.653,8056.85,146.198,10140.9,148.683,12225,0,0,0
241,SLT VERDINHO,241,34,34,2,1,93,0.374068,0,254,264.48,264.48,0,92,0,0.72,4.66837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,27,46,65,67,63,64,65,23,9,30,0,0,34,1,36.55,0,0,0,0,0,0,0,0,-1,0.89205,,327.17,0,34,0,0,0,0,0,0,0,0,0,0,0,,1,327.757,92,328.963,316.575,329.7,541.15,330.036,662.075,330.371,783,0,0,0
249,OURINHOS,249,50,50,3,1,44.1,0.093653,0,486,20.82,20.82,0,74,0,1.669,7.79108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,42,59,64,52,41,41,47,21,12,36,0,0,50,1,4.33,0,0,0,0,0,0,0,0,-1,0.88624,,387.12,0,50,0,0,0,0,0,0,0,0,0,0,0,,0,385.642,0,386.449,236.925,387.132,473.85,387.461,601.425,387.768,729,0,0,0
251,SERRA MESA,270,252,252,3,1,1275,0.974542,0,1191,11150,54400,0.3226,91,0,0.362,2.71645,0.73809,11150,0.84739,18070,0.95043,27152.5,1.03506,37965,1.12589,54400,454.281,11150,1162.1,31910,1257.29,34937.5,1393.38,39695,1782.83,54400,0,0,0,0,0,0,0,0,0,0,416.03,11150,428.065,18070,439.41,27152.5,448.729,37965,458.729,54400,27,8,16,26,52,70,85,93,105,60,45,36,0,0,252,1,1190.03,0,0,0,1,0,0,0,0,0,0.92579,,334.76,0,252,0,0,0,0,0,0,0,0,0,0,0,,1,332.921,91,336.696,2665.29,339.915,5239.59,340.834,6625.74,340.848,8011.9,0,0,0
252,CANA BRAVA,191,253,253,3,1,450,0.385402,0,1155,2300,2300,0,90,0,0.14,3.01597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,18,27,49,62,71,80,97,60,47,36,0,0,253,1,138.7,0,0,0,0,0,0,0,0,-1,0.90999,,288.46,0,253,0,0,0,0,0,0,0,0,0,0,0,,0,284.11,0,286.366,563.063,288.198,1126.13,289.034,1429.31,289.778,1732.5,0,0,0
253,SAO SALVADOR,253,257,257,2,1,243.2,0.214487,0,1170,952,952,0,90,0,9.061,12.7549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,15,21,42,55,60,71,91,61,46,36,0,0,257,1,104,0,0,0,0,0,0,0,0,-1,0.91906,,262.57,0,257,0,0,0,0,0,0,0,0,0,0,0,,1,262.687,90,266.006,3657.04,269.49,7224.08,271.026,9144.79,273.875,11065.5,0,0,0
257,PEIXE ANGIC,257,261,261,3,1,498.75,0.23478,0,2073,2212.7,2741,0.642,150,0,0.117,2.37935,0.2256,2212.7,0.23486,2476.85,0.23867,2587.79,0.24165,2677.6,0.24365,2741,236.125,2212.7,240.765,2254.96,244.825,2291.95,252.365,2360.62,294.125,2741,0,0,0,0,0,0,0,0,0,0,260.54,2212.7,261.563,2476.85,261.983,2587.79,262.312,2677.6,262.533,2741,24,6,11,7,34,53,61,71,93,60,41,35,0,0,261,1,264.25,0,0,0,1,0,0,0,0,0,0.92355,,235.64,0,261,0,0,0,0,0,0,0,0,0,0,0,,1,232.97,150,238.505,5000.04,241.437,9850.08,242.692,12461.6,242.945,15073.2,0,0,0
261,LAJEADO,273,267,267,5,1,902.5,0.307906,0,3400,4940,4940,0,255,0,0.07,1.72485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,9,3,15,42,66,78,79,48,26,30,0,0,267,1,626,0,0,0,0,0,0,0,0,-1,0.87788,,176.07,0,267,0,0,0,0,0,0,0,0,0,0,0,,1,171.973,255,183.658,7606.5,189.213,14958,191.403,18916.5,193.407,22875,0,0,0
262,SALTO,294,241,241,2,1,116,0.446975,0,260,826.06,826.06,0,85,0,0.626,3.39754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,23,42,64,70,68,69,66,19,5,25,0,0,241,1,60.24,0,0,0,0,0,0,0,0,-1,0.90296,,395.27,0,241,0,0,0,0,0,0,0,0,0,0,0,,1,394.463,85,395.601,292.35,396.398,499.7,396.694,611.35,396.771,723,0,0,0
276,RONDON II,145,,,3,1,73.5,0.528343,0,138,192.17,478.29,0.585,33,0,1.486,4.1114,0.50887,192.17,0.52848,335.23,0.53658,395.315,0.54294,443.956,0.5473,478.29,46.0016,192.17,47.4008,206.476,60.833,343.814,70.9071,446.817,73.859,478.29,0,0,0,0,0,0,0,0,0,0,260.012,192.17,262.141,335.23,263.018,395.315,263.71,443.956,264.182,478.29,13,4,7,18,14,-8,19,25,3,1,-5,37,0,0,,1,59.9874,0,0,0,1,0,0,0,0,0,0.93935,,204.79,0,,0,0,0,0,0,0,0,0,0,0,0,,0,202.55,0,204.095,67.275,205.217,134.55,205.683,170.775,206.072,207,0,0,0
278,MANSO,278,,,4,1,210,0.497544,0,400,4386,7337,0.217,95,0,1.359,5.64594,0.45586,4386,0.47937,5153.26,0.49843,5831.99,0.51546,6510.72,0.53388,7337,268.75,4386,336.723,6009.05,353.413,6451.7,368.593,6894.35,382.313,7337,0,0,0,0,0,0,0,0,0,0,277.467,4386,280.18,5153.26,282.379,5831.99,284.343,6510.72,286.469,7337,29,28,41,34,45,61,69,100,49,24,22,41,0,0,,1,330.688,0,0,0,1,0,0,0,0,0,0.88349,,224.87,0,,0,0,0,0,0,0,0,0,0,0,0,,1,224.328,95,225.737,418.538,227.058,742.075,227.733,916.288,228.382,1090.5,0,0,0
279,SAMUEL,279,,,5,1,216.75,0.267178,0,845,943.23,3493.44,0.734,9,0,0.694,1.88865,0.22629,943.23,0.24407,1300.26,0.26315,1886.81,0.28095,2728.38,0.29316,3493.44,145,943.23,313.735,1708.29,422.754,2294.84,537.726,3034.4,595.625,3493.44,0,0,0,0,0,0,0,0,0,0,79.5942,943.23,81.5632,1300.26,83.6775,1886.81,85.6499,2728.38,87.0028,3493.44,32,13,8,12,15,-14,0,24,10,-3,-17,39,0,0,,1,408.125,0,0,0,1,0,0,0,0,0,0.91998,,54.52,0,,0,0,0,0,0,0,0,0,0,0,0,,1,51.6689,9,58.0203,658.838,61.6982,1308.68,63.0125,1658.59,63.9183,2008.5,0,0,0
281,PONTE PEDRA,281,,,3,1,176.1,2.2043,0,78,199,199,0,45,0,0.393,3.03358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,20,27,55,51,48,61,67,-1,-10,9,0,0,,1,19.1,0,0,0,0,0,0,0,0,-1,0.93282,,151.51,0,,0,0,0,0,0,0,0,0,0,0,0,,0,147.35,0,148.196,38.025,148.879,76.05,149.189,96.525,149.463,117,0,0,0
283,STA CLARA MG,283,,,3,1,60,0.446351,0,132,146,146,0,15,0,0.464,4.47132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,-8,30,53,61,59,40,15,18,10,-8,-9,0,0,,1,7.6,0,0,0,0,0,0,0,0,-1,0.88308,,33.57,0,,0,0,0,0,0,0,0,0,0,0,0,,0,31.8137,0,32.3869,64.35,32.8898,128.7,33.1351,163.35,33.3645,198,0,0,0
285,JIRAU,285,287,287,50,1,3750,0.12248,0,26900,1249.83,2746.7,0,3240,0,0.418,0.67791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-67,-93,-81,-74,-29,11,41,-25,-82,-66,-81,0,0,287,1,206.227,0,0,0,0,0,0,0,0,-1,0.93405,,73.27,0,287,0,0,0,0,0,0,0,0,0,0,0,,1,70.568,3240,73.0612,28377.5,76.3891,53514.9,78.0461,67050.5,79.8803,80586,0,0,0
287,STO ANTONIO,287,,,50,1,3568.3,0.156572,0,28970,2077.3,2282.8,0,3293,0,2.901,3.98268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-67,-93,-81,-74,-29,11,41,-25,-82,-66,-81,0,0,,1,279.813,0,0,0,0,0,0,0,0,-1,0.90397,,53.07,0,,0,0,0,0,0,0,0,0,0,0,0,,1,46.2171,3293,55.0081,22567.9,59.8455,41842.7,61.4098,52221.5,61.5832,62600.3,0,0,0
290,ESPORA,99,34,34,3,1,32.01,0.391979,0,72,71,209,0.581,22,0,0.901,2.98407,0.35247,71,0.36908,87.56,0.38595,113.78,0.39819,145.52,0.41376,209,14.7568,71,18.8912,90.32,22.8859,116.54,25.8484,145.52,30.4775,209,0,0,0,0,0,0,0,0,0,0,571.29,71,573.192,87.56,575.124,113.78,576.527,145.52,578.31,209,10,5,24,37,55,61,64,75,71,25,19,28,0,0,34,1,25.2695,0,0,0,1,0,0,0,0,0,0.89001,,530.92,0,34,0,0,0,0,0,0,0,0,0,0,0,,1,528.3,22,530.61,102.113,531.39,182.225,532.194,225.363,533.85,268.5,0,0,0
304,ITIQUIRA I,259,305,305,2,1,60.8,0.769565,0,80,5,5,0,17,0,2.138,7.26988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,14,19,41,34,45,73,72,14,19,19,0,0,305,1,2.1,0,0,0,0,0,0,0,0,-1,0.89766,,320.33,0,305,0,0,0,0,0,0,0,0,0,0,0,,0,320,0,320,39,320,78,320,99,320,120,0,0,0
305,ITIQUIRA II,252,,,2,1,96.57,1.22511,0,78,1,1,0,40,0,7.15,15.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,14,19,41,34,45,73,72,14,19,19,0,0,,1,0.1,0,0,0,0,0,0,0,0,-1,0.91611,,181.22,0,,0,0,0,0,0,0,0,0,0,0,0,,1,180.094,40,181.247,114.23,181.789,188.46,181.999,228.43,182.057,268.4,0,0,0
310,DARDANELOS,291,,,5,1,261,0.868873,0,306,0.12,0.12,0,21,0,0.779,3.47087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,18,12,13,11,14,34,26,23,20,47,0,0,,1,0.24,0,0,0,0,0,0,0,0,-1,0.90897,,114.56,0,,0,0,0,0,0,0,0,0,0,0,0,,1,112.942,21,115.877,752.738,118.683,1484.48,119.723,1878.49,120.247,2272.5,0,0,0
311,CACU,247,312,312,2,1,65,0.241933,0,268,195.76,227.45,0.985,30,0,0.262,3.71593,0.23276,195.76,0.2369,202.732,0.24184,211.288,0.24665,219.844,0.25081,227.45,15.0366,195.76,15.2011,198.929,15.3491,201.781,15.4971,204.633,16.6812,227.45,0,0,0,0,0,0,0,0,0,0,474.65,195.76,475.109,202.732,475.656,211.288,476.189,219.844,476.65,227.45,12,5,21,39,62,69,69,69,68,19,7,24,0,0,312,1,15.8584,0,0,0,1,0,0,0,0,0,0.91998,,448.86,0,312,0,0,0,0,0,0,0,0,0,0,0,,1,448.02,30,449.084,307.875,450.01,585.75,450.451,735.375,450.852,885,0,0,0
312,B. COQUEIROS,248,315,315,2,1,90,0.322571,0,278,300,347.8,0,30,0,2.743,5.55664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,22,42,64,70,68,68,67,20,6,25,0,0,315,1,26.125,0,0,0,0,0,0,0,0,-1,0.91131,,410.49,0,315,0,0,0,0,0,0,0,0,0,0,0,,1,409.608,30,410.751,318.6,411.528,607.2,411.841,762.6,411.89,918,0,0,0
315,FOZ R. CLARO,261,34,34,2,1,68.4,0.238285,0,298,95.33,95.33,0,62,0,0.878,3.96962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,0,3,53,82,76,98,120,97,36,-12,-15,0,0,34,1,7.69,0,0,0,0,0,0,0,0,-1,0.91437,,326.97,0,34,0,0,0,0,0,0,0,0,0,0,0,,1,324.64,62,326.479,318.165,327.665,574.33,328.105,712.265,328.174,850.2,0,0,0
1132,CALHA-CEDAE,9000,133,133,1,0,0,0,0,99999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,133,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
