NUM:   4 FUNIL-GRANDE          Penal: 0          0
2022  0.14  0.13  0.13  0.15  0.21  0.21  0.22  0.22  0.19  0.13  0.13  0.13
2023  0.15  0.13  0.13  0.16  0.21  0.21  0.22  0.23  0.19  0.13  0.13  0.13
2024  0.15  0.14  0.13  0.16  0.22  0.22  0.23  0.24   0.2  0.14  0.13  0.13
2025  0.15  0.14  0.13  0.16  0.22  0.22  0.23  0.24   0.2  0.14  0.14  0.14
NUM: 257 PEIXE ANGIC           Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  2.57  2.46  1.38  4.92  5.29  5.57  5.35  6.14  6.12  2.02  1.49  1.63
2022  2.64  2.52  1.41  5.06  5.43  5.73   5.5  6.31  6.29  2.07  1.52  1.67
2023  2.71  2.59  1.44   5.2  5.58  5.88  5.65  6.49  6.46  2.12  1.56  1.71
2024  2.77  2.65  1.47  5.33  5.72  6.03  5.79  6.66  6.63  2.17  1.59  1.75
2025  2.84  2.71   1.5  5.47  5.87  6.19  5.94  6.83   6.8  2.22  1.63  1.79
NUM: 261 LAJEADO               Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  2.01  1.99  1.94  2.29  2.57  2.65  2.71   2.8   2.6  2.03  1.99     2
2022  2.06  2.04  1.99  2.35  2.64  2.72  2.78  2.87  2.66  2.08  2.04  2.05
2023  2.11  2.09  2.04  2.41  2.71  2.79  2.85  2.94  2.73  2.13  2.09   2.1
2024  2.16  2.14  2.09  2.46  2.77  2.86  2.92  3.02   2.8  2.18  2.14  2.15
2025  2.21  2.19  2.14  2.52  2.84  2.92  2.99  3.09  2.87  2.24  2.19   2.2
NUM: 262 SALTO                 Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  0.26  0.26  0.25   0.4  0.35  0.61  0.63  0.64  0.37   0.3  0.25  0.25
2022  0.26  0.26  0.25   0.4  0.36  0.62  0.64  0.65  0.37   0.3  0.25  0.25
2023  0.26  0.26  0.25  0.41  0.36  0.64  0.65  0.66  0.37  0.31  0.25  0.25
2024  0.26  0.27  0.25  0.41  0.36  0.65  0.67  0.68  0.38  0.31  0.26  0.25
2025  0.26  0.27  0.25  0.42  0.37  0.66  0.68  0.69  0.38  0.31  0.26  0.25
NUM: 276 RONDON II             Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  8.74  8.74  8.74  8.74  8.75  8.76  8.77  8.77  8.76  8.75  8.75  8.75
2022  8.74  8.75  8.75  8.75  8.76  8.77  8.77  8.78  8.77  8.76  8.76  8.76
2023  8.75  8.75  8.76  8.76  8.77  8.78  8.78  8.79  8.78  8.77  8.77  8.77
2024  8.76  8.76  8.76  8.77  8.78  8.79  8.79   8.8  8.79  8.78  8.77  8.78
2025  8.77  8.77  8.77  8.78  8.79   8.8   8.8  8.81   8.8  8.79  8.78  8.79
NUM: 281 PONTE PEDRA           Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  9.77  9.85    10 10.36 10.49 10.54 10.64 10.87 10.66 10.49 10.03  9.82
2022  9.77  9.85    10 10.36 10.49 10.54 10.64 10.88 10.67  10.5 10.03  9.82
2023  9.77  9.85    10 10.37 10.49 10.55 10.65 10.88 10.67  10.5 10.04  9.82
2024  9.77  9.85    10 10.37  10.5 10.55 10.65 10.89 10.67  10.5 10.04  9.82
2025  9.77  9.86    10 10.37  10.5 10.56 10.65 10.89 10.68 10.51 10.04  9.82
NUM: 285 JIRAU                 Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  96.5  96.5  96.5  96.5  96.5  96.5  96.5  96.5  96.5  96.5  96.5  96.5
2022 97.52 97.52 97.52 97.52 97.52 97.52 97.52 97.52 97.52 97.52 97.52 97.52
2023 98.54 98.54 98.54 98.54 98.54 98.54 98.54 98.54 98.54 98.54 98.54 98.54
2024 99.56 99.56 99.56 99.56 99.56 99.56 99.56 99.56 99.56 99.56 99.56 99.56
2025100.58100.58100.58100.58100.58100.58100.58100.58100.58100.58100.58100.58
NUM: 287 STO ANTONIO           Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021     0     0     0     0     0     0     0     0     0     0     0     0
2022     0     0     0     0     0     0     0     0     0     0     0     0
2023     0     0     0     0     0     0     0     0     0     0     0     0
2024     0     0     0     0     0     0     0     0     0     0     0     0
2025     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 290 ESPORA                Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  0.07  0.07  0.07   0.1  0.08  0.14  0.14  0.15  0.09  0.08  0.07  0.07
2022  0.07  0.07  0.07   0.1  0.09  0.15  0.14  0.15  0.09  0.08  0.07  0.07
2023  0.07  0.07  0.07   0.1  0.09  0.15  0.15  0.15   0.1  0.08  0.07  0.07
2024  0.07  0.07  0.07   0.1  0.09  0.15  0.15  0.15   0.1  0.08  0.07  0.07
2025  0.07  0.07  0.07   0.1  0.09  0.15  0.15  0.16   0.1  0.08  0.07  0.07
NUM: 304 ITIQUIRA I            Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  0.22  0.22  0.22  0.22  0.34  0.48  0.55  0.59  0.28  0.31  0.22  0.22
2022  0.22  0.22  0.22  0.22  0.35  0.49  0.57  0.61  0.29  0.32  0.23  0.23
2023  0.23  0.23  0.23  0.23  0.36  0.51  0.58  0.62   0.3  0.33  0.24  0.24
2024  0.24  0.24  0.24  0.24  0.37  0.52   0.6  0.64  0.31  0.34  0.24  0.25
